Company,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,name,mileage_category,km_Driven_category
Maruti,2019,700000,30000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
Maruti,2019,675000,25000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
Maruti,2019,754000,10000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
Maruti,2019,770000,27000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
Maruti,2019,800000,35700,Diesel,Dealer,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
Maruti,2019,675000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire VXI 1.2",High,"Between 10k and 100k"
Maruti,2019,655000,25000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire VXI 1.2",High,"Between 10k and 100k"
Maruti,2019,675000,5000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire VXI 1.2",High,"Less than 10k"
Maruti,2019,675000,5000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire VXI 1.2",High,"Less than 10k"
Maruti,2019,675000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire VXI 1.2",High,"Between 10k and 100k"
Maruti,2019,802999,24000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire ZDI",High,"Between 10k and 100k"
Maruti,2019,900000,20000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire ZDI Plus",High,"Between 10k and 100k"
Maruti,2019,500000,15000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift LXI",High,"Between 10k and 100k"
Maruti,2019,509999,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift LXI",High,"Between 10k and 100k"
Maruti,2019,500000,15000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift LXI",High,"Between 10k and 100k"
Maruti,2019,630000,15000,Diesel,Individual,Manual,"Second Owner",28,1248,74,190,5,"Maruti Swift VDI",High,"Between 10k and 100k"
Maruti,2019,690000,20000,Diesel,Individual,Manual,"First Owner",28,1248,74,190,5,"Maruti Swift VDI",High,"Between 10k and 100k"
Maruti,2019,615000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Between 10k and 100k"
Maruti,2019,585000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Between 10k and 100k"
Maruti,2019,610000,5000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Less than 10k"
Maruti,2019,630000,4000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Less than 10k"
Maruti,2019,600000,18000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Between 10k and 100k"
Maruti,2019,550000,11500,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Between 10k and 100k"
Maruti,2019,550000,40000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Between 10k and 100k"
Maruti,2019,595000,14548,Petrol,Dealer,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Between 10k and 100k"
Maruti,2019,610000,18000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Swift VXI",High,"Between 10k and 100k"
Maruti,2019,860000,6500,Diesel,Individual,Automatic,"First Owner",24,1248,88.5,200,5,"Maruti Vitara Brezza VDi AMT",High,"Less than 10k"
Maruti,2019,860000,35000,Diesel,Individual,Automatic,"First Owner",24,1248,88.5,200,5,"Maruti Vitara Brezza VDi AMT",High,"Between 10k and 100k"
Maruti,2019,892000,10000,Diesel,Individual,Manual,"First Owner",24,1248,88.5,200,5,"Maruti Vitara Brezza ZDi",High,"Between 10k and 100k"
Maruti,2019,890000,9000,Diesel,Individual,Manual,"First Owner",24,1248,88.5,200,5,"Maruti Vitara Brezza ZDi",High,"Less than 10k"
Maruti,2019,980000,50000,Diesel,Individual,Manual,"First Owner",24,1248,88.5,200,5,"Maruti Vitara Brezza ZDi Plus",High,"Between 10k and 100k"
Maruti,2019,900000,40000,Diesel,Individual,Manual,"First Owner",24,1248,88.5,200,5,"Maruti Vitara Brezza ZDi Plus",High,"Between 10k and 100k"
Maruti,2019,1025000,9850,Diesel,Individual,Automatic,"First Owner",24,1248,88.5,200,5,"Maruti Vitara Brezza ZDi Plus AMT",High,"Less than 10k"
Maruti,2019,459999,35000,CNG,Individual,Manual,"First Owner",27,998,58.16,77,5,"Maruti Wagon R LXI CNG Optional",High,"Between 10k and 100k"
Maruti,2019,480000,25000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Wagon R VXI 1.2",High,"Between 10k and 100k"
Maruti,2019,490000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Wagon R VXI 1.2",High,"Between 10k and 100k"
Maruti,2019,490000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Wagon R VXI 1.2",High,"Between 10k and 100k"
Maruti,2019,540000,5000,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Wagon R VXI AMT Opt 1.2",High,"Less than 10k"
Maruti,2019,1040000,1620,Petrol,Individual,Manual,"First Owner",19,1462,103.2,138,6,"Maruti XL6 Alpha",Average,"Less than 10k"
Maruti,2019,1000000,15000,Petrol,Individual,Manual,"First Owner",19,1462,103.2,138,6,"Maruti XL6 Alpha",Average,"Between 10k and 100k"
Maruti,2019,1000000,15000,Petrol,Individual,Manual,"First Owner",19,1462,103.2,138,6,"Maruti XL6 Alpha",Average,"Between 10k and 100k"
Mercedes-Benz,2019,5200000,17000,Petrol,Dealer,Automatic,"First Owner",15,1991,194.4,300,5,"Mercedes-Benz E-Class Exclusive E 200 BSIV",Average,"Between 10k and 100k"
Mercedes-Benz,2019,5200000,17000,Petrol,Dealer,Automatic,"First Owner",15,1991,194.4,300,5,"Mercedes-Benz E-Class Exclusive E 200 BSIV",Average,"Between 10k and 100k"
MG,2019,1750000,19000,Petrol,Dealer,Automatic,"First Owner",14,1451,141,250,5,"MG Hector Sharp AT BSIV",Average,"Between 10k and 100k"
MG,2019,1700000,16500,Petrol,Dealer,Automatic,"First Owner",14,1451,141,250,5,"MG Hector Smart DCT",Average,"Between 10k and 100k"
Nissan,2019,860000,14317,Petrol,Dealer,Manual,"First Owner",14,1498,104.55,142,5,"Nissan Kicks XL BSIV",Average,"Between 10k and 100k"
Nissan,2019,860000,14317,Petrol,Dealer,Manual,"First Owner",14,1498,104.55,142,5,"Nissan Kicks XL BSIV",Average,"Between 10k and 100k"
Nissan,2019,950000,11533,Petrol,"Trustmark Dealer",Manual,"First Owner",14,1498,104.55,142,5,"Nissan Kicks XV BSIV",Average,"Between 10k and 100k"
Nissan,2019,1200000,23000,Diesel,Individual,Manual,"First Owner",20,1461,108.5,240,5,"Nissan Kicks XV D BSIV",Average,"Between 10k and 100k"
Renault,2019,220000,90000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Renault KWID 1.0 RXT BSIV",High,"Between 10k and 100k"
Renault,2019,390000,25000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Renault KWID 1.0 RXT BSIV",High,"Between 10k and 100k"
Renault,2019,420000,15000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Renault KWID 1.0 RXT Optional",High,"Between 10k and 100k"
Renault,2019,300000,35000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Renault KWID Climber 1.0 MT BSIV",High,"Between 10k and 100k"
Renault,2019,300000,35000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Renault KWID Climber 1.0 MT BSIV",High,"Between 10k and 100k"
Renault,2019,380000,15000,Petrol,Individual,Manual,"First Owner",25,799,53.3,72,5,"Renault KWID RXL",High,"Between 10k and 100k"
Renault,2019,310000,25000,Petrol,Individual,Manual,"First Owner",25,799,53.3,72,5,"Renault KWID RXL",High,"Between 10k and 100k"
Renault,2019,320000,10000,Petrol,Individual,Manual,"First Owner",25,799,53.3,72,5,"Renault KWID RXL",High,"Between 10k and 100k"
Renault,2019,325000,14700,Petrol,Individual,Manual,"First Owner",25,799,53.3,72,5,"Renault KWID RXL",High,"Between 10k and 100k"
Renault,2019,290000,21000,Petrol,Individual,Manual,"First Owner",25,799,53.3,72,5,"Renault KWID RXT Optional",High,"Between 10k and 100k"
Renault,2019,395000,10000,Petrol,Individual,Manual,"First Owner",25,799,53.3,72,5,"Renault KWID RXT Optional",High,"Between 10k and 100k"
Renault,2019,350000,15000,Petrol,Individual,Manual,"First Owner",25,799,53.3,72,5,"Renault KWID RXT Optional",High,"Between 10k and 100k"
Renault,2019,290000,21000,Petrol,Individual,Manual,"First Owner",25,799,53.3,72,5,"Renault KWID RXT Optional",High,"Between 10k and 100k"
Renault,2019,580000,12000,Petrol,Individual,Manual,"First Owner",20,999,72,96,7,"Renault Triber RXT BSIV",Average,"Between 10k and 100k"
Renault,2019,600000,5000,Petrol,Individual,Manual,"First Owner",20,999,72,96,7,"Renault Triber RXT BSIV",Average,"Less than 10k"
Renault,2019,600000,5000,Petrol,Individual,Manual,"First Owner",20,999,72,96,7,"Renault Triber RXT BSIV",Average,"Less than 10k"
Renault,2019,786000,7720,Petrol,Individual,Manual,"First Owner",20,999,71,96,7,"Renault Triber RXZ",Average,"Less than 10k"
Renault,2019,675000,5000,Petrol,Individual,Manual,"First Owner",20,999,72,96,7,"Renault Triber RXZ BSIV",Average,"Less than 10k"
Renault,2019,650000,5000,Petrol,Individual,Manual,"First Owner",20,999,72,96,7,"Renault Triber RXZ BSIV",Average,"Less than 10k"
Renault,2019,675000,5000,Petrol,Individual,Manual,"First Owner",20,999,72,96,7,"Renault Triber RXZ BSIV",Average,"Less than 10k"
Renault,2019,700000,6500,Petrol,Individual,Manual,"First Owner",20,999,72,96,7,"Renault Triber RXZ BSIV",Average,"Less than 10k"
Renault,2019,700000,6500,Petrol,Individual,Manual,"First Owner",20,999,72,96,7,"Renault Triber RXZ BSIV",Average,"Less than 10k"
Skoda,2019,2600000,11000,Diesel,Dealer,Automatic,"First Owner",19,1968,141,320,5,"Skoda Octavia Style Plus 2.0 TDI AT",Average,"Between 10k and 100k"
Skoda,2019,725000,25000,Petrol,Individual,Manual,"First Owner",15,1598,103.2,153,5,"Skoda Rapid 1.6 MPI Ambition BSIV",Average,"Between 10k and 100k"
Skoda,2019,835000,10000,Petrol,Individual,Automatic,"First Owner",15,1598,103.2,153,5,"Skoda Rapid 1.6 MPI AT Ambition BSIV",Average,"Between 10k and 100k"
Tata,2019,660000,35000,Diesel,Individual,Manual,"First Owner",23,1248,74,190,5,"Tata Bolt Quadrajet XE",High,"Between 10k and 100k"
Tata,2019,1650000,15000,Diesel,Dealer,Manual,"First Owner",17,1956,167.67,350,5,"Tata Harrier XZ",Average,"Between 10k and 100k"
Tata,2019,1700000,15000,Diesel,Individual,Manual,"First Owner",17,1956,138.1,350,5,"Tata Harrier XZ BSIV",Average,"Between 10k and 100k"
Tata,2019,1630000,25000,Diesel,Individual,Manual,"First Owner",17,1956,138.1,350,5,"Tata Harrier XZ Dark Edition BSIV",Average,"Between 10k and 100k"
Tata,2019,1250000,15000,Diesel,Individual,Manual,"First Owner",18,2179,147.94,320,7,"Tata Hexa XE",Average,"Between 10k and 100k"
Tata,2019,1250000,15000,Diesel,Individual,Manual,"First Owner",18,2179,147.94,320,7,"Tata Hexa XE",Average,"Between 10k and 100k"
Tata,2019,1140000,10000,Diesel,Individual,Automatic,"First Owner",22,1497,108.5,260,5,"Tata Nexon 1.5 Revotorq XZA Plus",High,"Between 10k and 100k"
Tata,2019,1250000,100000,Diesel,Individual,Manual,"First Owner",14,2179,153.86,400,7,"Tata Safari Storme VX Varicor 400",Average,"Between 10k and 100k"
Tata,2019,346000,16000,Petrol,Individual,Manual,"First Owner",24,1199,84,114,5,"Tata Tiago 1.2 Revotron XE",High,"Between 10k and 100k"
Tata,2019,409999,25000,Petrol,Individual,Manual,"First Owner",24,1199,84,114,5,"Tata Tiago 1.2 Revotron XT",High,"Between 10k and 100k"
Tata,2019,459999,10000,Petrol,Individual,Manual,"First Owner",24,1199,84,114,5,"Tata Tiago 1.2 Revotron XZ",High,"Between 10k and 100k"
Tata,2019,500000,5000,Petrol,Individual,Manual,"First Owner",24,1199,84,114,5,"Tata Tiago 1.2 Revotron XZ Plus Dual Tone",High,"Less than 10k"
Tata,2019,550000,30000,Petrol,Individual,Automatic,"First Owner",24,1199,83.83,114,5,"Tata Tiago 1.2 Revotron XZA",High,"Between 10k and 100k"
Tata,2019,525000,9200,Petrol,Individual,Automatic,"First Owner",24,1199,83.83,114,5,"Tata Tiago 1.2 Revotron XZA",High,"Less than 10k"
Tata,2019,670000,2000,Diesel,Individual,Manual,"First Owner",27,1047,69,140,5,"Tata Tiago 2019-2020 XZ Plus Diesel",High,"Less than 10k"
Tata,2019,450000,3500,Petrol,Individual,Manual,"First Owner",24,1199,83.83,114,5,"Tata Tiago 2019-2020 XZ Plus Dual Tone",High,"Less than 10k"
Tata,2019,450000,3500,Petrol,Individual,Manual,"First Owner",24,1199,83.83,114,5,"Tata Tiago 2019-2020 XZ Plus Dual Tone",High,"Less than 10k"
Tata,2019,550000,10000,Petrol,Individual,Manual,"First Owner",24,1199,83.81,114,5,"Tata Tiago NRG Petrol",High,"Between 10k and 100k"
Tata,2019,520000,2560,Petrol,Individual,Automatic,"First Owner",24,1199,83.81,114,5,"Tata Tiago NRG Petrol AMT",High,"Less than 10k"
Tata,2019,490000,33928,Petrol,Dealer,Manual,"First Owner",24,1199,84.48,113,5,"Tata Tiago XT",High,"Between 10k and 100k"
Tata,2019,450000,25000,Petrol,Individual,Manual,"First Owner",20,1199,84,114,5,"Tata Tigor 1.2 Revotron XE",Average,"Between 10k and 100k"
Tata,2019,550000,15000,Petrol,Individual,Manual,"First Owner",20,1199,84,114,5,"Tata Tigor 1.2 Revotron XT",Average,"Between 10k and 100k"
Tata,2019,520000,14000,Petrol,Individual,Manual,"First Owner",20,1199,84,114,5,"Tata Tigor 1.2 Revotron XZ",Average,"Between 10k and 100k"
Tata,2019,600000,5200,Petrol,Individual,Manual,"First Owner",20,1199,83.81,114,5,"Tata Tigor 2017-2020 XZ Plus",Average,"Less than 10k"
Tata,2019,530000,20000,Petrol,Individual,Manual,"First Owner",20,1199,83.81,114,5,"Tata Tigor 2017-2020 XZ Plus",Average,"Between 10k and 100k"
Tata,2019,650000,20000,Petrol,Individual,Manual,"First Owner",20,1199,83.81,114,5,"Tata Tigor 2017-2020 XZ Plus",Average,"Between 10k and 100k"
Tata,2019,900000,8079,Diesel,Dealer,Manual,"First Owner",25,1047,69,140,5,"Tata Tigor 2017-2020 XZ Plus Diesel",High,"Less than 10k"
Tata,2019,650000,15000,Diesel,Individual,Manual,"First Owner",23,1248,74,190,5,"Tata Zest Quadrajet 1.3 75PS XE",High,"Between 10k and 100k"
Tata,2019,620000,100000,Petrol,Individual,Manual,"First Owner",18,1193,88.7,140,5,"Tata Zest Revotron 1.2T XMS",Average,"Between 10k and 100k"
Toyota,2019,800000,10000,Petrol,Individual,Automatic,"First Owner",20,1197,81.8,113,5,"Toyota Glanza G CVT",Average,"Between 10k and 100k"
Toyota,2019,700000,5000,Petrol,Individual,Manual,"First Owner",24,1197,88.5,113,5,"Toyota Glanza G Smart Hybrid",High,"Less than 10k"
Toyota,2019,894999,9654,Petrol,Dealer,Automatic,"First Owner",20,1197,81.8,113,5,"Toyota Glanza V CVT",Average,"Less than 10k"
Toyota,2019,894999,9654,Petrol,Dealer,Automatic,"First Owner",20,1197,81.8,113,5,"Toyota Glanza V CVT",Average,"Less than 10k"
Toyota,2019,1925000,43000,Diesel,Dealer,Automatic,"First Owner",11,2755,171.5,360,8,"Toyota Innova Crysta 2.8 GX AT 8S BSIV",Average,"Between 10k and 100k"
Toyota,2019,1925000,43000,Diesel,Dealer,Automatic,"First Owner",11,2755,171.5,360,8,"Toyota Innova Crysta 2.8 GX AT 8S BSIV",Average,"Between 10k and 100k"
Volkswagen,2019,550000,30000,Petrol,Individual,Manual,"Second Owner",19,999,75,95,5,"Volkswagen Ameo 1.0 MPI Comfortline",Average,"Between 10k and 100k"
Volkswagen,2019,480000,13000,Petrol,Individual,Manual,"First Owner",19,999,75,95,5,"Volkswagen Ameo 1.0 MPI Trendline",Average,"Between 10k and 100k"
Volkswagen,2019,500000,20000,Petrol,Individual,Manual,"First Owner",19,999,75,95,5,"Volkswagen Ameo 1.0 MPI Trendline",Average,"Between 10k and 100k"
Volkswagen,2019,640000,10000,Petrol,Dealer,Manual,"First Owner",17,1198,73.75,110,5,"Volkswagen Ameo 1.2 MPI Comfortline Plus",Average,"Between 10k and 100k"
Volkswagen,2019,800000,25000,Diesel,Individual,Manual,"First Owner",22,1498,108.62,250,5,"Volkswagen Ameo 1.5 TDI Highline Plus",High,"Between 10k and 100k"
Volkswagen,2019,565000,7000,Petrol,Individual,Manual,"First Owner",19,999,75,95,5,"Volkswagen Polo 1.0 MPI Trendline BSIV",Average,"Less than 10k"
Volkswagen,2019,635000,2000,Petrol,Dealer,Manual,"First Owner",16,1199,74,110,5,"Volkswagen Polo 1.2 MPI Comfortline",Average,"Less than 10k"
Volkswagen,2019,695000,36800,Diesel,Dealer,Manual,"First Owner",20,1498,88,230,5,"Volkswagen Polo 1.5 TDI Comfortline",Average,"Between 10k and 100k"
Volkswagen,2019,695000,36800,Diesel,Dealer,Manual,"First Owner",20,1498,88,230,5,"Volkswagen Polo 1.5 TDI Comfortline",Average,"Between 10k and 100k"
Volkswagen,2019,585000,10000,Petrol,Individual,Manual,"First Owner",19,999,75,95,5,"Volkswagen Polo 2015-2019 1.0 MPI Comfortline",Average,"Between 10k and 100k"
Volkswagen,2019,570000,5000,Petrol,Individual,Manual,"First Owner",19,999,75,95,5,"Volkswagen Polo 2015-2019 1.0 MPI Trendline",Average,"Less than 10k"
Volkswagen,2019,1350000,5400,Diesel,Dealer,Manual,"Test Drive Car",22,1498,108.6,250,5,"Volkswagen Vento 1.5 TDI Highline BSIV",High,"Less than 10k"
Volvo,2019,5500000,17000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo S90 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Volvo,2019,3800000,20000,Diesel,Individual,Automatic,"First Owner",18,1969,190,400,5,"Volvo XC40 D4 Inscription BSIV",Average,"Between 10k and 100k"
Audi,2018,3000000,20000,Diesel,Individual,Automatic,"First Owner",20,1968,143,320,5,"Audi A3 35 TDI Premium Plus",Average,"Between 10k and 100k"
Audi,2018,2900000,15000,Diesel,Dealer,Automatic,"First Owner",18,1968,187.74,400,5,"Audi A4 35 TDI Premium Plus",Average,"Between 10k and 100k"
Audi,2018,2800000,26000,Diesel,Dealer,Automatic,"First Owner",16,1968,174.33,380,5,"Audi Q3 35 TDI Quattro Premium Plus",Average,"Between 10k and 100k"
Audi,2018,2200000,25000,Diesel,Individual,Automatic,"Second Owner",15,1968,181,380,5,"Audi Q3 35 TDI Quattro Technology",Average,"Between 10k and 100k"
Audi,2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner",17,1968,188,400,5,"Audi Q5 35TDI Premium Plus",Average,"Between 10k and 100k"
Audi,2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner",17,1968,188,400,5,"Audi Q5 35TDI Premium Plus",Average,"Between 10k and 100k"
Audi,2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner",17,1968,188,400,5,"Audi Q5 35TDI Premium Plus",Average,"Between 10k and 100k"
Audi,2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner",17,1968,188,400,5,"Audi Q5 35TDI Premium Plus",Average,"Between 10k and 100k"
Audi,2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner",17,1968,188,400,5,"Audi Q5 35TDI Premium Plus",Average,"Between 10k and 100k"
Audi,2018,3975000,31800,Diesel,Dealer,Automatic,"First Owner",17,1968,188,400,5,"Audi Q5 35TDI Premium Plus",Average,"Between 10k and 100k"
BMW,2018,3790000,29500,Diesel,Dealer,Automatic,"First Owner",22,1995,187.74,400,5,"BMW 5 Series 520d Sport Line",High,"Between 10k and 100k"
BMW,2018,3900000,17100,Diesel,Dealer,Automatic,"First Owner",22,1995,187.74,400,5,"BMW 5 Series 520d Sport Line",High,"Between 10k and 100k"
BMW,2018,3790000,29500,Diesel,Dealer,Automatic,"First Owner",22,1995,187.74,400,5,"BMW 5 Series 520d Sport Line",High,"Between 10k and 100k"
BMW,2018,4000000,10000,Diesel,Dealer,Automatic,"First Owner",22,1995,187.74,400,5,"BMW 5 Series 520d Sport Line",High,"Between 10k and 100k"
BMW,2018,4000000,10000,Diesel,Dealer,Automatic,"First Owner",22,1995,187.74,400,5,"BMW 5 Series 520d Sport Line",High,"Between 10k and 100k"
BMW,2018,6000000,28156,Diesel,Dealer,Automatic,"First Owner",17,2993,261.4,620,4,"BMW 6 Series GT 630d Luxury Line",Average,"Between 10k and 100k"
BMW,2018,6000000,28156,Diesel,Dealer,Automatic,"First Owner",17,2993,261.4,620,4,"BMW 6 Series GT 630d Luxury Line",Average,"Between 10k and 100k"
BMW,2018,5500000,22000,Diesel,Individual,Automatic,"First Owner",17,2993,261.4,620,4,"BMW 6 Series GT 630d Luxury Line",Average,"Between 10k and 100k"
BMW,2018,6000000,27000,Diesel,Dealer,Automatic,"First Owner",17,2993,261.4,620,4,"BMW 6 Series GT 630d Luxury Line",Average,"Between 10k and 100k"
BMW,2018,5830000,30000,Diesel,Individual,Automatic,"First Owner",17,2993,261.4,620,4,"BMW 6 Series GT 630d Luxury Line",Average,"Between 10k and 100k"
BMW,2018,5830000,30000,Diesel,Individual,Automatic,"First Owner",17,2993,261.4,620,4,"BMW 6 Series GT 630d Luxury Line",Average,"Between 10k and 100k"
BMW,2018,2850000,27000,Diesel,Dealer,Automatic,"First Owner",17,1995,184,380,5,"BMW X1 sDrive 20d Sportline",Average,"Between 10k and 100k"
BMW,2018,3350000,18000,Diesel,Dealer,Automatic,"First Owner",20,1998,190,400,5,"BMW X1 sDrive20d M Sport",Average,"Between 10k and 100k"
BMW,2018,3350000,18000,Diesel,Dealer,Automatic,"First Owner",20,1998,190,400,5,"BMW X1 sDrive20d M Sport",Average,"Between 10k and 100k"
